ConsumptionDate,ActualConsumption
20/04/2019 09:30,77.018
20/04/2019 10:00,76.75
20/04/2019 10:30,75.882
20/04/2019 11:00,77.77
20/04/2019 11:30,77.7
20/04/2019 12:00,75.738
20/04/2019 12:30,77.788
20/04/2019 13:00,78.626
20/04/2019 13:30,79.02
20/04/2019 14:00,79.606
20/04/2019 14:30,80.322
20/04/2019 15:00,80.168
20/04/2019 15:30,78.872
20/04/2019 16:00,77.648
20/04/2019 16:30,78.29
20/04/2019 17:00,77.208
20/04/2019 17:30,81.044
20/04/2019 18:00,80.078
20/04/2019 18:30,80.122
20/04/2019 19:00,75.376
20/04/2019 19:30,73.344
20/04/2019 20:00,75.808
20/04/2019 20:30,79.97
20/04/2019 21:00,79.768
20/04/2019 21:30,81.652
20/04/2019 22:00,80.348
20/04/2019 22:30,73.998
20/04/2019 23:00,74.638
20/04/2019 23:30,76.388
21/04/2019 00:00,78.564
21/04/2019 00:30,79.212
21/04/2019 01:00,76.068
21/04/2019 01:30,78.52
21/04/2019 02:00,78.586
21/04/2019 02:30,73.72
21/04/2019 03:00,69.702
21/04/2019 03:30,73.566
21/04/2019 04:00,73.576
21/04/2019 04:30,77.996
21/04/2019 05:00,78.07
21/04/2019 05:30,79.416
21/04/2019 06:00,74.832
21/04/2019 06:30,70.954
21/04/2019 07:00,71.856
21/04/2019 07:30,75.206
21/04/2019 08:00,76.586
21/04/2019 08:30,77.522
21/04/2019 09:00,80.428
21/04/2019 09:30,82.99
21/04/2019 10:00,80.726
21/04/2019 10:30,79.466
21/04/2019 11:00,78.064
21/04/2019 11:30,76.118
21/04/2019 12:00,72.086
21/04/2019 12:30,78.37
21/04/2019 13:00,77.596
21/04/2019 13:30,83.706
21/04/2019 14:00,82.414
21/04/2019 14:30,82.7
21/04/2019 15:00,81.784
21/04/2019 15:30,79.016
21/04/2019 16:00,77.88
21/04/2019 16:30,82.572
21/04/2019 17:00,81.986
21/04/2019 17:30,81.544
21/04/2019 18:00,80.99
21/04/2019 18:30,81.514
21/04/2019 19:00,82.384
21/04/2019 19:30,79.21
21/04/2019 20:00,78.692
21/04/2019 20:30,77.278
21/04/2019 21:00,78.65
21/04/2019 21:30,77.404
21/04/2019 22:00,78.85
21/04/2019 22:30,77.986
21/04/2019 23:00,77.11
21/04/2019 23:30,76.304
22/04/2019 00:00,81.652
22/04/2019 00:30,80.662
22/04/2019 01:00,83.09
22/04/2019 01:30,88.322
22/04/2019 02:00,136.968
22/04/2019 02:30,134.932
22/04/2019 03:00,131.52
22/04/2019 03:30,132.36
22/04/2019 04:00,91.28
22/04/2019 04:30,132.708
22/04/2019 05:00,89.27
22/04/2019 05:30,80.938
22/04/2019 06:00,78.368
22/04/2019 06:30,68.244
22/04/2019 07:00,70.43
22/04/2019 07:30,75.482
22/04/2019 08:00,73.746
22/04/2019 08:30,68.548
22/04/2019 09:00,75.148
22/04/2019 09:30,72.676
22/04/2019 10:00,68.488
22/04/2019 10:30,69.412
22/04/2019 11:00,91.008
22/04/2019 11:30,100.694
22/04/2019 12:00,69.774
22/04/2019 12:30,72.512
22/04/2019 13:00,71.818
22/04/2019 13:30,69.816
22/04/2019 14:00,73.914
22/04/2019 14:30,75.498
22/04/2019 15:00,69.82
22/04/2019 15:30,73.954
22/04/2019 16:00,71.38
22/04/2019 16:30,73.846
22/04/2019 17:00,78.938
22/04/2019 17:30,74.992
22/04/2019 18:00,73.464
22/04/2019 18:30,74.838
22/04/2019 19:00,73.992
22/04/2019 19:30,114.152
22/04/2019 20:00,127.304
22/04/2019 20:30,135.904
22/04/2019 21:00,138.836
22/04/2019 21:30,138.712
22/04/2019 22:00,139.414
22/04/2019 22:30,138.896
22/04/2019 23:00,136.622
22/04/2019 23:30,136.634
23/04/2019 00:00,137.812
23/04/2019 00:30,137.19
23/04/2019 01:00,135.304
23/04/2019 01:30,134.162
23/04/2019 02:00,136.838
23/04/2019 02:30,133.254
23/04/2019 03:00,129.702
23/04/2019 03:30,135.646
23/04/2019 04:00,135.72
23/04/2019 04:30,136.99
23/04/2019 05:00,108.372
23/04/2019 05:30,138.796
23/04/2019 06:00,136.308
23/04/2019 06:30,127.5
23/04/2019 07:00,125.468
23/04/2019 07:30,132.6
23/04/2019 08:00,130.034
23/04/2019 08:30,128.074
23/04/2019 09:00,133.04
23/04/2019 09:30,134.426
23/04/2019 10:00,133.568
23/04/2019 10:30,128.366
23/04/2019 11:00,131.228
23/04/2019 11:30,129.186
23/04/2019 12:00,129.594
23/04/2019 12:30,132.41
23/04/2019 13:00,129.928
23/04/2019 13:30,129.668
23/04/2019 14:00,131.47
23/04/2019 14:30,121.844
23/04/2019 15:00,125.476
23/04/2019 15:30,129.482
23/04/2019 16:00,132.246
23/04/2019 16:30,136.48
23/04/2019 17:00,135.29
23/04/2019 17:30,134.238
23/04/2019 18:00,131.074
23/04/2019 18:30,131.34
23/04/2019 19:00,134.106
23/04/2019 19:30,136.782
23/04/2019 20:00,132.308
23/04/2019 20:30,133.244
23/04/2019 21:00,133.5
23/04/2019 21:30,136.012
23/04/2019 22:00,137.272
23/04/2019 22:30,138.866
23/04/2019 23:00,138.358
23/04/2019 23:30,134.028
24/04/2019 00:00,130.84
24/04/2019 00:30,129.908
24/04/2019 01:00,129.006
24/04/2019 01:30,133.642
24/04/2019 02:00,135.404
24/04/2019 02:30,134.492
24/04/2019 03:00,127.936
24/04/2019 03:30,131.98
24/04/2019 04:00,135.384
24/04/2019 04:30,134.612
24/04/2019 05:00,135.466
24/04/2019 05:30,138.346
24/04/2019 06:00,133.838
24/04/2019 06:30,130.496
24/04/2019 07:00,124.72
24/04/2019 07:30,135.352
24/04/2019 08:00,134.424
24/04/2019 08:30,135.666
24/04/2019 09:00,130.53
24/04/2019 09:30,133.776
24/04/2019 10:00,132.316
24/04/2019 10:30,134.606
24/04/2019 11:00,128.048
24/04/2019 11:30,125.452
24/04/2019 12:00,132.972
24/04/2019 12:30,131.36
24/04/2019 13:00,131.7
24/04/2019 13:30,135.798
24/04/2019 14:00,135.622
24/04/2019 14:30,129.63
24/04/2019 15:00,128.798
24/04/2019 15:30,135.452
24/04/2019 16:00,138.49
24/04/2019 16:30,138.286
24/04/2019 17:00,137.166
24/04/2019 17:30,137.188
24/04/2019 18:00,138.628
24/04/2019 18:30,139.344
24/04/2019 19:00,135.666
24/04/2019 19:30,135.63
24/04/2019 20:00,136.146
24/04/2019 20:30,136.326
24/04/2019 21:00,137.022
24/04/2019 21:30,140.236
24/04/2019 22:00,140.314
24/04/2019 22:30,136.73
24/04/2019 23:00,129.51
24/04/2019 23:30,136.914
25/04/2019 00:00,134.31
25/04/2019 00:30,137.676
25/04/2019 01:00,136.83
25/04/2019 01:30,138.674
25/04/2019 02:00,138.836
25/04/2019 02:30,133.882
25/04/2019 03:00,136.246
25/04/2019 03:30,138.592
25/04/2019 04:00,136.66
25/04/2019 04:30,134.89
25/04/2019 05:00,138.144
25/04/2019 05:30,138.924
25/04/2019 06:00,136.78
25/04/2019 06:30,134.428
25/04/2019 07:00,126.572
25/04/2019 07:30,134.28
25/04/2019 08:00,137.41
25/04/2019 08:30,133.166
25/04/2019 09:00,136.906
25/04/2019 09:30,138.984
25/04/2019 10:00,134.798
25/04/2019 10:30,132.496
25/04/2019 11:00,127.268
25/04/2019 11:30,127.49
25/04/2019 12:00,133.772
25/04/2019 12:30,135.168
25/04/2019 13:00,138.406
25/04/2019 13:30,137.62
25/04/2019 14:00,133.03
25/04/2019 14:30,130.804
25/04/2019 15:00,127.992
25/04/2019 15:30,130.348
25/04/2019 16:00,132.416
25/04/2019 16:30,131.882
25/04/2019 17:00,133.326
25/04/2019 17:30,138.262
25/04/2019 18:00,136.906
25/04/2019 18:30,136.142
25/04/2019 19:00,133.476
25/04/2019 19:30,133.244
25/04/2019 20:00,133.05
25/04/2019 20:30,133.092
25/04/2019 21:00,135.004
25/04/2019 21:30,135.718
25/04/2019 22:00,137.33
25/04/2019 22:30,131.582
25/04/2019 23:00,127.73
25/04/2019 23:30,132.736
26/04/2019 00:00,129.264
26/04/2019 00:30,133.936
26/04/2019 01:00,135.888
26/04/2019 01:30,132.744
26/04/2019 02:00,134.352
26/04/2019 02:30,133.968
26/04/2019 03:00,132.93
26/04/2019 03:30,134.656
26/04/2019 04:00,130.194
26/04/2019 04:30,131.952
26/04/2019 05:00,137.138
26/04/2019 05:30,136.006
26/04/2019 06:00,138.342
26/04/2019 06:30,135.288
26/04/2019 07:00,125.662
26/04/2019 07:30,134
26/04/2019 08:00,131.13
26/04/2019 08:30,134
26/04/2019 09:00,133.018
26/04/2019 09:30,135.352
26/04/2019 10:00,135.136
26/04/2019 10:30,130.55
26/04/2019 11:00,134.732
26/04/2019 11:30,134.704
26/04/2019 12:00,134.612
26/04/2019 12:30,132.514
26/04/2019 13:00,134.64
26/04/2019 13:30,134.426
26/04/2019 14:00,134.246
26/04/2019 14:30,125.964
26/04/2019 15:00,129.254
26/04/2019 15:30,134.46
26/04/2019 16:00,132.304
26/04/2019 16:30,135.678
26/04/2019 17:00,136.946
26/04/2019 17:30,134.228
26/04/2019 18:00,134.97
26/04/2019 18:30,136.966
26/04/2019 19:00,132.39
26/04/2019 19:30,131.244
26/04/2019 20:00,133.694
26/04/2019 20:30,135.574
26/04/2019 21:00,133.758
26/04/2019 21:30,133.902
26/04/2019 22:00,130.688
26/04/2019 22:30,129.546
26/04/2019 23:00,130.232
26/04/2019 23:30,128.248
27/04/2019 00:00,127.498
27/04/2019 00:30,133.646
27/04/2019 01:00,133.568
27/04/2019 01:30,134.316
27/04/2019 02:00,133.778
27/04/2019 02:30,130.186
27/04/2019 03:00,127.95
27/04/2019 03:30,131.622
27/04/2019 04:00,131.216
27/04/2019 04:30,131.89
27/04/2019 05:00,134.712
27/04/2019 05:30,133.332
27/04/2019 06:00,131.806
27/04/2019 06:30,132.012
27/04/2019 07:00,126.692
27/04/2019 07:30,130.992
27/04/2019 08:00,134.658
27/04/2019 08:30,131.67
27/04/2019 09:00,131.012
27/04/2019 09:30,134.052
27/04/2019 10:00,132.042
27/04/2019 10:30,132.832
27/04/2019 11:00,128.574
27/04/2019 11:30,126.128
27/04/2019 12:00,129.078
27/04/2019 12:30,134.892
27/04/2019 13:00,133.156
27/04/2019 13:30,137.764
27/04/2019 14:00,136.45
27/04/2019 14:30,130.142
27/04/2019 15:00,126.562
27/04/2019 15:30,131.698
27/04/2019 16:00,132.42
27/04/2019 16:30,134.47
27/04/2019 17:00,134.616
27/04/2019 17:30,128.63
27/04/2019 18:00,129.128
27/04/2019 18:30,131.176
27/04/2019 19:00,133.334
27/04/2019 19:30,130.338
27/04/2019 20:00,129.168
27/04/2019 20:30,137.262
27/04/2019 21:00,136.488
27/04/2019 21:30,134.87
27/04/2019 22:00,135.42
27/04/2019 22:30,135.286
27/04/2019 23:00,131.254
27/04/2019 23:30,137.122
28/04/2019 00:00,133.262
28/04/2019 00:30,135.21
28/04/2019 01:00,134.732
28/04/2019 01:30,133.042
28/04/2019 02:00,134.904
28/04/2019 02:30,133.812
28/04/2019 03:00,134.062
28/04/2019 03:30,108.028
28/04/2019 04:00,85.002
28/04/2019 04:30,77.444
28/04/2019 05:00,87.544
28/04/2019 05:30,115.638
28/04/2019 06:00,111.12
28/04/2019 06:30,78.48
28/04/2019 07:00,94.786
28/04/2019 07:30,134.008
28/04/2019 08:00,131.506
28/04/2019 08:30,134.242
28/04/2019 09:00,131.208
28/04/2019 09:30,132.542
28/04/2019 10:00,131.706
28/04/2019 10:30,129.004
28/04/2019 11:00,128.586
28/04/2019 11:30,132.176
28/04/2019 12:00,130.928
28/04/2019 12:30,133.648
28/04/2019 13:00,133.21
28/04/2019 13:30,131.022
28/04/2019 14:00,133.752
28/04/2019 14:30,128.882
28/04/2019 15:00,124.258
28/04/2019 15:30,116.98
28/04/2019 16:00,121.44
28/04/2019 16:30,133.604
28/04/2019 17:00,131.104
28/04/2019 17:30,128.516
28/04/2019 18:00,129.532
28/04/2019 18:30,130.372
28/04/2019 19:00,128.558
28/04/2019 19:30,126.008
28/04/2019 20:00,127.286
28/04/2019 20:30,132.14
28/04/2019 21:00,127.616
28/04/2019 21:30,131.812
28/04/2019 22:00,134.074
28/04/2019 22:30,130.93
28/04/2019 23:00,131.004
28/04/2019 23:30,127.104
29/04/2019 00:00,129.982
29/04/2019 00:30,129.836
29/04/2019 01:00,133.16
29/04/2019 01:30,135.154
29/04/2019 02:00,134.056
29/04/2019 02:30,134.09
29/04/2019 03:00,133.116
29/04/2019 03:30,135.018
29/04/2019 04:00,133.788
29/04/2019 04:30,136.592
29/04/2019 05:00,134.738
29/04/2019 05:30,131.39
29/04/2019 06:00,132.51
29/04/2019 06:30,130.136
29/04/2019 07:00,130.594
29/04/2019 07:30,131.492
29/04/2019 08:00,130.426
29/04/2019 08:30,130.584
29/04/2019 09:00,131.526
29/04/2019 09:30,133.48
29/04/2019 10:00,132.618
29/04/2019 10:30,128.846
29/04/2019 11:00,129.766
29/04/2019 11:30,133.07
29/04/2019 12:00,134.524
29/04/2019 12:30,129.646
29/04/2019 13:00,125.022
29/04/2019 13:30,131.764
29/04/2019 14:00,132.942
29/04/2019 14:30,128.688
29/04/2019 15:00,125.68
29/04/2019 15:30,130.958
29/04/2019 16:00,128.368
29/04/2019 16:30,130.636
29/04/2019 17:00,128.032
29/04/2019 17:30,128.924
29/04/2019 18:00,132.528
29/04/2019 18:30,132.044
29/04/2019 19:00,125.53
29/04/2019 19:30,129.578
29/04/2019 20:00,129.804
29/04/2019 20:30,131.948
29/04/2019 21:00,134.394
29/04/2019 21:30,132.428
29/04/2019 22:00,132.558
29/04/2019 22:30,132.582
29/04/2019 23:00,131.524
29/04/2019 23:30,125.022
30/04/2019 00:00,130.19
30/04/2019 00:30,132.788
30/04/2019 01:00,129.426
30/04/2019 01:30,131.544
30/04/2019 02:00,132.544
30/04/2019 02:30,134.37
30/04/2019 03:00,129.328
30/04/2019 03:30,126.984
30/04/2019 04:00,130.756
30/04/2019 04:30,132.264
30/04/2019 05:00,134.932
30/04/2019 05:30,133.506
30/04/2019 06:00,132.268
30/04/2019 06:30,131.122
30/04/2019 07:00,128.032
30/04/2019 07:30,123.678
30/04/2019 08:00,126.398
30/04/2019 08:30,125.932
30/04/2019 09:00,123.598
30/04/2019 09:30,123.128
30/04/2019 10:00,119.62
30/04/2019 10:30,113.188
30/04/2019 11:00,123.436
30/04/2019 11:30,128.14
30/04/2019 12:00,127.762
30/04/2019 12:30,127.484
30/04/2019 13:00,125.526
30/04/2019 13:30,128.294
30/04/2019 14:00,127.64
30/04/2019 14:30,124.764
30/04/2019 15:00,120.214
30/04/2019 15:30,127.116
30/04/2019 16:00,126.706
30/04/2019 16:30,126.29
30/04/2019 17:00,125.18
30/04/2019 17:30,127.164
30/04/2019 18:00,129.166
30/04/2019 18:30,130.244
30/04/2019 19:00,129.97
30/04/2019 19:30,134.42
30/04/2019 20:00,134.258
30/04/2019 20:30,135.162
30/04/2019 21:00,134.986
30/04/2019 21:30,134.97
30/04/2019 22:00,136.86
30/04/2019 22:30,133.338
30/04/2019 23:00,130.27
30/04/2019 23:30,132.57
